ClaseNombre,ChoqueNombre,ObjetoFijoCodigo,ObjetoFijoNombre,OtraClase,NombreOtraClase,Latitud,Longitud,Direccion,",Bogota , colombia",dir,TipoVia1,NumeroVia1,LetraVia1,CardinalVia1,TipoVia2,NumeroVia2,LetraVia2,CardinalVia2,Localidad,HoraOcurrencia,TipoDiseño,TipoTiempo,TotalMuertos,TotalHeridos,CausaConductorIDesc,CausaConductorIIDesc
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-KR 69C 02,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-KR 69C 02,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,KR,69,C, ,KENNEDY,12/31/1899 11:00:00 AM,Tramo de Via,Normal,0,0, , 
Caida de ocupante, , , , , ,0,0,CL 90-KR 94D 02,",Bogota,Colombia","CL 90-KR 94D 02,Bogota,Colombia",CL,90, , ,KR,94,D, ,ENGATIVA,12/31/1899 08:00:00 PM,Tramo de Via,Normal,0,1,FRENAR BRUSCAMENTE, 
Choque,Vehiculo, , , , ,0,0,KR 7-CL 3 S 83,",Bogota,Colombia","KR 7-CL 3 S 83,Bogota,Colombia",KR,7, , ,CL,3, ,S,SAN CRISTOBAL,12/31/1899 07:00:00 AM,Tramo de Via,Normal,0,1, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-KR 71 18,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-KR 71 18,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,KR,71, , ,KENNEDY,12/31/1899 09:30:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 10-CL 2 02,",Bogota,Colombia","KR 10-CL 2 02,Bogota,Colombia",KR,10, , ,CL,2, , ,SANTA FE,12/31/1899 09:45:00 AM,Interseccion,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,KR 8-CL 81 02,",Bogota,Colombia","KR 8-CL 81 02,Bogota,Colombia",KR,8, , ,CL,81, , ,CHAPINERO,12/31/1899 05:40:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 50-CL 39 S 02,",Bogota,Colombia","KR 50-CL 39 S 02,Bogota,Colombia",KR,50, , ,CL,39, ,S,PUENTE ARANDA,12/31/1899 08:20:00 AM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,DG 57I-KR 74A S 02,",Bogota,Colombia","DG 57I-KR 74A S 02,Bogota,Colombia",DG,57,I,S,KR,74,A, ,CIUDAD BOLIVAR,12/31/1899 12:00:00 PM,Tramo de Via,Normal,0,0,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 138-KR 72A 40,",Bogota,Colombia","CL 138-KR 72A 40,Bogota,Colombia",CL,138, , ,KR,72,A, ,SUBA,12/31/1899 05:30:00 PM,Tramo de Via,Normal,0,1, ,ADELANTAR CERRANDO
Atropello, , , , , ,0,0,AC 145-KR 109B 02,",Bogota,Colombia","AC 145-KR 109B 02,Bogota,Colombia",AC,145, , ,KR,109,B, ,SUBA,12/31/1899 05:50:00 AM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,CL 138-KR 72 02,",Bogota,Colombia","CL 138-KR 72 02,Bogota,Colombia",CL,138, , ,KR,72, , ,SUBA,12/31/1899 05:30:00 PM,Tramo de Via,Normal,0,0,ADELANTAR EN ZONA PROHIBIDA, 
Choque,Vehiculo, , , , ,0,0,CL 73B-KR 94 02,",Bogota,Colombia","CL 73B-KR 94 02,Bogota,Colombia",CL,73,B, ,KR,94, , ,ENGATIVA,12/31/1899 04:45:00 PM,Interseccion,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Atropello, , , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 15A 22,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 15A 22,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,15,A, ,KENNEDY,12/31/1899 03:10:00 AM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AK 80-CL 58G S 38,",Bogota,Colombia","AK 80-CL 58G S 38,Bogota,Colombia",AK,80, , ,CL,58,G,S,BOSA,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,1, ,TRANSITAR ENTRE VEHICULOS
Atropello, , , , , ,0,0,AC 1-KR 24 02,",Bogota,Colombia","AC 1-KR 24 02,Bogota,Colombia",AC,1, , ,KR,24, , ,LOS MARTIRES,12/31/1899 07:10:00 AM,Interseccion,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,CL 23-KR 68 69,",Bogota,Colombia","CL 23-KR 68 69,Bogota,Colombia",CL,23, , ,KR,68, , ,FONTIBON,12/31/1899 09:20:00 AM,Tramo de Via,Normal,0,0, ,NO UTILIZAR - GIRAR BRUSCAMENTE
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 19 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 19 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,19, , ,FONTIBON,12/31/1899 07:00:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,CL 164-KR 21 02,",Bogota,Colombia","CL 164-KR 21 02,Bogota,Colombia",CL,164, , ,KR,21, , ,USAQUEN,12/31/1899 06:42:00 AM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Atropello, , , , , ,0,0,KR 87B-CL 8C 02,",Bogota,Colombia","KR 87B-CL 8C 02,Bogota,Colombia",KR,87,B, ,CL,8,C, ,KENNEDY,12/31/1899 08:05:00 AM,Tramo de Via,Normal,0,1,NO UTILIZAR - GIRAR BRUSCAMENTE,OTRA
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 66A 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 66A 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,66,A, ,ENGATIVA,12/31/1899 04:05:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Objeto Fijo,3,Arbol, , ,0,0,CL 29-KR 37 S 21,",Bogota,Colombia","CL 29-KR 37 S 21,Bogota,Colombia",CL,29, ,S,KR,37, , ,PUENTE ARANDA,12/31/1899 01:40:00 PM,Tramo de Via,Normal,0,0, , 
Choque,Vehiculo, , , , ,0,0,KR 11-CL 185 02,",Bogota,Colombia","KR 11-CL 185 02,Bogota,Colombia",KR,11, , ,CL,185, , ,USAQUEN,12/31/1899 12:00:00 AM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 36-CL 1F 19,",Bogota,Colombia","KR 36-CL 1F 19,Bogota,Colombia",KR,36, , ,CL,1,F, ,PUENTE ARANDA,12/31/1899 03:30:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 20-CL 71 02,",Bogota,Colombia","KR 20-CL 71 02,Bogota,Colombia",KR,20, , ,CL,71, , ,BARRIOS UNIDOS,12/31/1899 09:20:00 AM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-KR 33 S 14,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-KR 33 S 14,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,KR,33, ,S,KENNEDY,12/31/1899 10:30:00 AM,Tramo de Via,Normal,0,2, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 86-CL 13 02,",Bogota,Colombia","KR 86-CL 13 02,Bogota,Colombia",KR,86, , ,CL,13, , ,KENNEDY,12/31/1899 04:45:00 PM,Tramo de Via,Normal,0,0,OTRA,OTRA
Choque,Vehiculo, , , , ,0,0,KR 10-CL 10 02,",Bogota,Colombia","KR 10-CL 10 02,Bogota,Colombia",KR,10, , ,CL,10, , ,SANTA FE,12/31/1899 01:00:00 PM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG, 
Choque,Vehiculo, , , , ,0,0,AK 45-CL 122 02,",Bogota,Colombia","AK 45-CL 122 02,Bogota,Colombia",AK,45, , ,CL,122, , ,USAQUEN,12/31/1899 02:30:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,TR 1-CL 68 02,",Bogota,Colombia","TR 1-CL 68 02,Bogota,Colombia",TR,1, , ,CL,68, , ,CHAPINERO,12/31/1899 03:50:00 AM,Interseccion,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,KR 10-CL 4 02,",Bogota,Colombia","KR 10-CL 4 02,Bogota,Colombia",KR,10, , ,CL,4, , ,SANTA FE,12/31/1899 02:30:00 PM,Tramo de Via,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,CL 127-KR 45 02,",Bogota,Colombia","CL 127-KR 45 02,Bogota,Colombia",CL,127, , ,KR,45, , ,USAQUEN,12/31/1899 12:40:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 28A-CL 51 02,",Bogota,Colombia","KR 28A-CL 51 02,Bogota,Colombia",KR,28,A, ,CL,51, , ,TEUSAQUILLO,12/31/1899 02:45:00 PM,Interseccion,Lluvia,0,2,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 16A-CL 78 10,",Bogota,Colombia","KR 16A-CL 78 10,Bogota,Colombia",KR,16,A, ,CL,78, , ,CHAPINERO,12/31/1899 07:30:00 PM,Lote o predio,Normal,0,0,OTRA, 
Choque,Vehiculo, , , , ,0,0,KR 86-CL 72 02,",Bogota,Colombia","KR 86-CL 72 02,Bogota,Colombia",KR,86, , ,CL,72, , ,ENGATIVA,12/31/1899 08:20:00 AM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG
Choque,Vehiculo, , , , ,0,0,TR 4-CL 42 30,",Bogota,Colombia","TR 4-CL 42 30,Bogota,Colombia",TR,4, , ,CL,42, , ,CHAPINERO,12/31/1899 07:06:00 AM,Tramo de Via,Normal,0,0,DEJAR O RECOGER PASAJEROS EN SITIOS NO DEMARCADOS, 
Choque,Vehiculo, , , , ,0,0,KR 18A-CL 5 39,",Bogota,Colombia","KR 18A-CL 5 39,Bogota,Colombia",KR,18,A, ,CL,5, , ,LOS MARTIRES,12/31/1899 09:50:00 AM,Tramo de Via,Normal,0,1,NO UTILIZAR - IMPERICIA EN EL MANEJO, 
Choque,Vehiculo, , , , ,0,0,KR 77P-CL 50 S 02,",Bogota,Colombia","KR 77P-CL 50 S 02,Bogota,Colombia",KR,77,P, ,CL,50, ,S,KENNEDY,12/31/1899 08:00:00 PM,Tramo de Via,Normal,0,0,NO UTILIZAR - IMPERICIA EN EL MANEJO,NO UTILIZAR - IMPERICIA EN EL MANEJO
Choque,Vehiculo, , , , ,0,0,KR 68X-CL 19 51,",Bogota,Colombia","KR 68X-CL 19 51,Bogota,Colombia",KR,68,X, ,CL,19, , ,PUENTE ARANDA,12/31/1899 10:50:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,CL 109-KR 19A 02,",Bogota,Colombia","CL 109-KR 19A 02,Bogota,Colombia",CL,109, , ,KR,19,A, ,USAQUEN,12/31/1899 12:45:00 PM,Interseccion,Normal,0,0, ,NO UTILIZAR - GIRAR BRUSCAMENTE
Atropello, , , , , ,0,0,AV AVENIDA CARACAS-CL 48 12,",Bogota,Colombia","AV AVENIDA CARACAS-CL 48 12,Bogota,Colombia",AV,AVENIDA CARACAS, , ,CL,48, , ,CHAPINERO,12/31/1899 06:15:00 AM,Tramo de Via,Normal,0,1,TRANSITAR POR VIAS PROHIBIDAS, 
Choque,Vehiculo, , , , ,0,0,AC 17-KR 86 81,",Bogota,Colombia","AC 17-KR 86 81,Bogota,Colombia",AC,17, , ,KR,86, , ,FONTIBON,12/31/1899 03:50:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AC 138-KR 118 02,",Bogota,Colombia","AC 138-KR 118 02,Bogota,Colombia",AC,138, , ,KR,118, , ,SUBA,12/31/1899 06:30:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 7A-KR 71F 02,",Bogota,Colombia","CL 7A-KR 71F 02,Bogota,Colombia",CL,7,A, ,KR,71,F, ,KENNEDY,12/31/1899 09:00:00 AM,Tramo de Via,Normal,0,0,TRANSITAR EN CONTRAVIA, 
Choque,Vehiculo, , , , ,0,0,CL 13-KR 81B 02,",Bogota,Colombia","CL 13-KR 81B 02,Bogota,Colombia",CL,13, , ,KR,81,B, ,FONTIBON,12/31/1899 01:30:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 4-CL 91 02,",Bogota,Colombia","KR 4-CL 91 02,Bogota,Colombia",KR,4, , ,CL,91, , ,CHAPINERO,12/31/1899 09:10:00 PM,Tramo de Via,Normal,0,0, ,EMBRIAGUEZ APARENTE
Choque,Vehiculo, , , , ,0,0,KR 50-CL 8 S 02,",Bogota,Colombia","KR 50-CL 8 S 02,Bogota,Colombia",KR,50, , ,CL,8, ,S,PUENTE ARANDA,12/31/1899 07:40:00 PM,Tramo de Via,Normal,0,0, ,NO UTILIZAR - IMPERICIA EN EL MANEJO
Choque,Vehiculo, , , , ,0,0,CL 42A-KR 87I 02,",Bogota,Colombia","CL 42A-KR 87I 02,Bogota,Colombia",CL,42,A, ,KR,87,I, ,KENNEDY,12/31/1899 07:45:00 AM,Tramo de Via,Normal,0,2,DESOBEDECER SEÑALES, 
Choque,Objeto Fijo,10,Vehiculo estacionado, , ,0,0,KR 13-CL 86A 02,",Bogota,Colombia","KR 13-CL 86A 02,Bogota,Colombia",KR,13, , ,CL,86,A, ,CHAPINERO,12/31/1899 08:30:00 PM,Tramo de Via,Normal,0,0,ARRANCAR SIN PRECAUCION, 
Choque,Vehiculo, , , , ,0,0,KR 4-CL 20 02,",Bogota,Colombia","KR 4-CL 20 02,Bogota,Colombia",KR,4, , ,CL,20, , ,SANTA FE,12/31/1899 07:15:00 AM,Interseccion,Normal,0,0,OTRA,NO RESPETAR PRELACIÓN
Choque,Vehiculo, , , , ,0,0,AK 45-CL 205 02,",Bogota,Colombia","AK 45-CL 205 02,Bogota,Colombia",AK,45, , ,CL,205, , ,USAQUEN,12/31/1899 05:45:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AC 148-KR 101 02,",Bogota,Colombia","AC 148-KR 101 02,Bogota,Colombia",AC,148, , ,KR,101, , ,SUBA,12/31/1899 04:45:00 AM,Tramo de Via,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,CL 12-KR 27 79,",Bogota,Colombia","CL 12-KR 27 79,Bogota,Colombia",CL,12, , ,KR,27, , ,LOS MARTIRES,12/31/1899 10:34:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 18Q-CL 71B S 05,",Bogota,Colombia","KR 18Q-CL 71B S 05,Bogota,Colombia",KR,18,Q, ,CL,71,B,S,CIUDAD BOLIVAR,12/31/1899 05:30:00 PM,Tramo de Via,Normal,0,1, ,ADELANTAR POR LA DERECHA
Choque,Vehiculo, , , , ,0,0,AK 30-CL 66 02,",Bogota,Colombia","AK 30-CL 66 02,Bogota,Colombia",AK,30, , ,CL,66, , ,BARRIOS UNIDOS,12/31/1899 03:25:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-KR 5 E 02,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-KR 5 E 02,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,KR,5, ,E,SAN CRISTOBAL,12/31/1899 01:40:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AK 45-CL 134 02,",Bogota,Colombia","AK 45-CL 134 02,Bogota,Colombia",AK,45, , ,CL,134, , ,USAQUEN,12/31/1899 09:20:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Objeto Fijo,2,Poste, , ,0,0,CL 63-KR 64 S 02,",Bogota,Colombia","CL 63-KR 64 S 02,Bogota,Colombia",CL,63, ,S,KR,64, , ,CIUDAD BOLIVAR,12/31/1899 06:10:00 PM,Tramo de Via,Normal,0,0,EXCESO EN HORAS DE CONDUCCION, 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 89 02,",Bogota,Colombia","KR 30-CL 89 02,Bogota,Colombia",KR,30, , ,CL,89, , ,BARRIOS UNIDOS,12/31/1899 09:45:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 17-KR 69 02,",Bogota,Colombia","CL 17-KR 69 02,Bogota,Colombia",CL,17, , ,KR,69, , ,FONTIBON,12/31/1899 01:10:00 PM,Interseccion,Lluvia,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 64-KR 112C 02,",Bogota,Colombia","CL 64-KR 112C 02,Bogota,Colombia",CL,64, , ,KR,112,C, ,USAQUEN,12/31/1899 07:30:00 PM,Tramo de Via,Normal,0,0,TRANSITAR EN CONTRAVIA, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 13 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 13 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,13, , ,KENNEDY,12/31/1899 05:20:00 PM,Tramo de Via,Normal,0,0, ,NO UTILIZAR - IMPERICIA EN EL MANEJO
Choque,Vehiculo, , , , ,0,0,AK 45-CL 87 95,",Bogota,Colombia","AK 45-CL 87 95,Bogota,Colombia",AK,45, , ,CL,87, , ,CHAPINERO,12/31/1899 11:20:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 140-KR 13 32,",Bogota,Colombia","CL 140-KR 13 32,Bogota,Colombia",CL,140, , ,KR,13, , ,USAQUEN,12/31/1899 08:25:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AK 72-CL 63F 29,",Bogota,Colombia","AK 72-CL 63F 29,Bogota,Colombia",AK,72, , ,CL,63,F, ,ENGATIVA,12/31/1899 02:05:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 13-KR 81A 02,",Bogota,Colombia","CL 13-KR 81A 02,Bogota,Colombia",CL,13, , ,KR,81,A, ,KENNEDY,12/31/1899 03:20:00 PM,Interseccion,Normal,0,0,OTRA,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,AK 45-CL 174B 02,",Bogota,Colombia","AK 45-CL 174B 02,Bogota,Colombia",AK,45, , ,CL,174,B, ,SUBA,12/31/1899 03:40:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 52 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 52 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,52, , ,ENGATIVA,12/31/1899 10:30:00 PM,Tramo de Via,Normal,0,0,OTRA,OTRA
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 6D 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 6D 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,6,D, ,KENNEDY,12/31/1899 01:50:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AC 13-KR 68C 20,",Bogota,Colombia","AC 13-KR 68C 20,Bogota,Colombia",AC,13, , ,KR,68,C, ,FONTIBON,12/31/1899 09:30:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 29-CL 47B S 02,",Bogota,Colombia","KR 29-CL 47B S 02,Bogota,Colombia",KR,29, , ,CL,47,B,S,TUNJUELITO,12/31/1899 11:10:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-AV AVENIDA BOYACA 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-AV AVENIDA BOYACA 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,AV,, , ,KENNEDY,12/31/1899 09:30:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 7-CL 45 02,",Bogota,Colombia","KR 7-CL 45 02,Bogota,Colombia",KR,7, , ,CL,45, , ,CHAPINERO,12/31/1899 07:50:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 61-KR 9 02,",Bogota,Colombia","CL 61-KR 9 02,Bogota,Colombia",CL,61, , ,KR,9, , ,CHAPINERO,12/31/1899 06:23:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Volcamiento, , , , , ,0,0,KR 72Q-CL 39 S 65,",Bogota,Colombia","KR 72Q-CL 39 S 65,Bogota,Colombia",KR,72,Q, ,CL,39, ,S,KENNEDY,12/31/1899 03:30:00 AM,Lote o predio,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,KR 17-CL 63C 02,",Bogota,Colombia","KR 17-CL 63C 02,Bogota,Colombia",KR,17, , ,CL,63,C, ,BARRIOS UNIDOS,12/31/1899 06:09:00 PM,Interseccion,Normal,0,0,EXCESO DE VELOCIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 72-CL 45 S 02,",Bogota,Colombia","KR 72-CL 45 S 02,Bogota,Colombia",KR,72, , ,CL,45, ,S,KENNEDY,12/31/1899 04:15:00 PM,Interseccion,Normal,0,0,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS, 
Choque,Vehiculo, , , , ,0,0,KR 68-CL 41A S 02,",Bogota,Colombia","KR 68-CL 41A S 02,Bogota,Colombia",KR,68, , ,CL,41,A,S,PUENTE ARANDA,12/31/1899 02:00:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 57A-KR 78H S 02,",Bogota,Colombia","CL 57A-KR 78H S 02,Bogota,Colombia",CL,57,A,S,KR,78,H, ,KENNEDY,12/31/1899 01:00:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD,REVERSO IMPRUDENTE
Choque,Vehiculo, , , , ,0,0,KR 106-CL 156 98,",Bogota,Colombia","KR 106-CL 156 98,Bogota,Colombia",KR,106, , ,CL,156, , ,SUBA,12/31/1899 11:30:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 58C-TR 87B S 02,",Bogota,Colombia","CL 58C-TR 87B S 02,Bogota,Colombia",CL,58,C,S,TR,87,B, ,BOSA,12/31/1899 07:20:00 AM,Tramo de Via,Normal,0,0,OTRA,OTRA
Atropello, , , , , ,0,0,KR 53-CL 57 S 02,",Bogota,Colombia","KR 53-CL 57 S 02,Bogota,Colombia",KR,53, , ,CL,57, ,S,TUNJUELITO,12/31/1899 01:10:00 PM,Tramo de Via,Normal,0,2,OTRA, 
Choque,Vehiculo, , , , ,0,0,TR 60-CL 105 02,",Bogota,Colombia","TR 60-CL 105 02,Bogota,Colombia",TR,60, , ,CL,105, , ,SUBA,12/31/1899 12:15:00 AM,Tramo de Via,Normal,0,5,SEMÁFORO EN ROJO,SEMÁFORO EN ROJO
Atropello, , , , , ,0,0,AV AVENIDA BOYACA-CL 51 S 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 51 S 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,51, ,S,TUNJUELITO,12/31/1899 12:30:00 PM,Tramo de Via,Normal,0,1,OTRA, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 34 S 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 34 S 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,34, ,S,KENNEDY,12/31/1899 04:20:00 PM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG, 
Choque,Vehiculo, , , , ,0,0,DG 38A-KR 31 S 02,",Bogota,Colombia","DG 38A-KR 31 S 02,Bogota,Colombia",DG,38,A,S,KR,31, , ,RAFAEL URIBE URIBE,12/31/1899 04:15:00 PM,Tramo de Via,Normal,0,0, ,NO RESPETAR PRELACIÓN
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIRCUNVALAR-CL 93 S 03,",Bogota,Colombia","AV AVENIDA CIRCUNVALAR-CL 93 S 03,Bogota,Colombia",AV,AVENIDA CIRCUNVALAR, , ,CL,93, ,S,USME,12/31/1899 05:00:00 PM,Tramo de Via,Normal,0,0,DESOBEDECER SEÑALES, 
Atropello, , , , , ,0,0,KR 11-CL 2 48,",Bogota,Colombia","KR 11-CL 2 48,Bogota,Colombia",KR,11, , ,CL,2, , ,ANTONIO NARIÑO,12/31/1899 02:00:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 37 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 37 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,37, , ,KENNEDY,12/31/1899 11:10:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 64G 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 64G 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,64,G, ,ENGATIVA,12/31/1899 07:15:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
